employee_name,hours_worked,meetings_per_day,stress_score,sleep_hours,productivity_drop,overtime_hours,workload_level,job_satisfaction,burnout,burnout_probability,risk_level
Employee 11600,8.0,3.0,4.0,8.0,2.0,1.0,2.0,7.0,0,22.0,Low
Employee 11601,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 11602,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 11603,8.0,2.0,6.0,7.0,3.0,2.0,3.0,6.0,0,32.0,Low
Employee 11604,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,60.0,Medium
Employee 11605,11.0,5.0,8.0,6.0,7.0,4.0,6.0,3.0,1,67.0,High
Employee 11606,11.0,5.0,9.0,6.0,7.0,4.0,6.0,2.0,1,67.0,High
Employee 11607,10.0,5.0,5.0,8.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 11608,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 11609,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,42.0,Medium
Employee 11610,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,38.0,Medium
Employee 11611,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,75.0,High
Employee 11612,8.0,2.0,4.0,8.0,4.0,2.0,2.0,6.0,0,36.0,Medium
Employee 11613,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,56.0,Medium
Employee 11614,9.0,2.0,6.0,7.0,5.0,3.0,4.0,4.0,1,51.0,Medium
Employee 11615,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,81.0,High
Employee 11616,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,37.0,Medium
Employee 11617,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 11618,8.0,2.0,3.0,9.0,2.0,1.0,3.0,7.0,0,24.0,Low
Employee 11619,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 11620,11.0,3.0,9.0,6.0,7.0,4.0,6.0,2.0,1,72.0,High
Employee 11621,12.0,6.0,6.0,7.0,5.0,3.0,7.0,4.0,1,54.0,Medium
Employee 11622,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,59.0,Medium
Employee 11623,12.0,5.0,8.0,6.0,7.0,4.0,7.0,2.0,1,73.0,High
Employee 11624,14.0,7.0,10.0,5.0,9.0,5.0,9.0,1.0,1,89.0,High
Employee 11625,11.0,6.0,6.0,7.0,5.0,3.0,6.0,5.0,0,48.0,Medium
Employee 11626,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,38.0,Medium
Employee 11627,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 11628,11.0,5.0,8.0,6.0,8.0,3.0,6.0,2.0,1,77.0,High
Employee 11629,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,23.0,Low
Employee 11630,10.0,5.0,6.0,7.0,5.0,3.0,4.0,4.0,0,48.0,Medium
Employee 11631,13.0,6.0,9.0,6.0,8.0,4.0,8.0,2.0,1,75.0,High
Employee 11632,8.0,3.0,3.0,9.0,2.0,1.0,2.0,8.0,0,17.0,Low
Employee 11633,9.0,3.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 11634,7.0,2.0,1.0,9.0,1.0,1.0,1.0,9.0,0,10.0,Low
Employee 11635,7.0,2.0,3.0,9.0,1.0,1.0,1.0,8.0,0,13.0,Low
Employee 11636,8.0,2.0,4.0,8.0,3.0,2.0,3.0,7.0,0,27.0,Low
Employee 11637,12.0,6.0,7.0,6.0,6.0,4.0,7.0,3.0,1,64.0,Medium
Employee 11638,9.0,3.0,3.0,8.0,1.0,2.0,3.0,8.0,0,12.0,Low
Employee 11639,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 11640,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,29.0,Low
Employee 11641,11.0,3.0,8.0,6.0,8.0,4.0,6.0,2.0,1,78.0,High
Employee 11642,10.0,3.0,5.0,8.0,4.0,2.0,5.0,5.0,0,44.0,Medium
Employee 11643,9.0,3.0,4.0,8.0,4.0,2.0,3.0,6.0,0,35.0,Medium
Employee 11644,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,40.0,Medium
Employee 11645,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,30.0,Low
Employee 11646,10.0,5.0,8.0,6.0,7.0,3.0,5.0,3.0,1,67.0,High
Employee 11647,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 11648,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 11649,11.0,5.0,8.0,6.0,6.0,4.0,6.0,3.0,1,64.0,Medium
Employee 11650,13.0,6.0,8.0,6.0,8.0,4.0,8.0,2.0,1,84.0,High
Employee 11651,8.0,3.0,5.0,7.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 11652,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 11653,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,24.0,Low
Employee 11654,11.0,5.0,8.0,6.0,8.0,4.0,6.0,2.0,1,76.0,High
Employee 11655,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 11656,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,62.0,Medium
Employee 11657,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,38.0,Medium
Employee 11658,9.0,3.0,5.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 11659,7.0,1.0,2.0,9.0,2.0,1.0,2.0,8.0,0,16.0,Low
Employee 11660,9.0,3.0,5.0,8.0,3.0,2.0,3.0,6.0,0,26.0,Low
Employee 11661,7.0,1.0,3.0,9.0,2.0,1.0,1.0,8.0,0,21.0,Low
Employee 11662,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,43.0,Medium
Employee 11663,11.0,5.0,9.0,6.0,8.0,4.0,6.0,2.0,1,76.0,High
Employee 11664,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,63.0,Medium
Employee 11665,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 11666,14.0,7.0,8.0,6.0,8.0,4.0,9.0,2.0,1,76.0,High
Employee 11667,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,17.0,Low
Employee 11668,7.0,1.0,4.0,8.0,3.0,1.0,1.0,6.0,0,28.0,Low
Employee 11669,14.0,7.0,10.0,5.0,10.0,5.0,10.0,1.0,1,100.0,High
Employee 11670,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,38.0,Medium
Employee 11671,12.0,5.0,8.0,6.0,9.0,4.0,8.0,1.0,1,88.0,High
Employee 11672,9.0,3.0,4.0,8.0,4.0,2.0,3.0,6.0,0,38.0,Medium
Employee 11673,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 11674,8.0,2.0,2.0,9.0,1.0,1.0,3.0,8.0,0,14.0,Low
Employee 11675,10.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,0,43.0,Medium
Employee 11676,12.0,6.0,5.0,7.0,5.0,3.0,7.0,5.0,0,49.0,Medium
Employee 11677,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,64.0,Medium
Employee 11678,10.0,5.0,3.0,8.0,2.0,2.0,5.0,7.0,0,25.0,Low
Employee 11679,8.0,2.0,2.0,9.0,1.0,1.0,2.0,8.0,0,14.0,Low
Employee 11680,9.0,3.0,5.0,7.0,3.0,2.0,4.0,6.0,0,26.0,Low
Employee 11681,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,73.0,High
Employee 11682,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 11683,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,46.0,Medium
Employee 11684,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,69.0,High
Employee 11685,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 11686,7.0,2.0,2.0,9.0,2.0,1.0,1.0,8.0,0,18.0,Low
Employee 11687,10.0,3.0,5.0,7.0,4.0,3.0,5.0,6.0,0,36.0,Medium
Employee 11688,10.0,5.0,4.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 11689,9.0,3.0,5.0,8.0,2.0,2.0,3.0,6.0,0,24.0,Low
Employee 11690,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,21.0,Low
Employee 11691,9.0,3.0,5.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 11692,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,24.0,Low
Employee 11693,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,35.0,Medium
Employee 11694,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,45.0,Medium
Employee 11695,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,45.0,Medium
Employee 11696,8.0,2.0,4.0,8.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 11697,7.0,1.0,5.0,8.0,3.0,2.0,2.0,6.0,0,30.0,Low
Employee 11698,14.0,7.0,8.0,6.0,8.0,4.0,9.0,2.0,1,80.0,High
Employee 11699,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,42.0,Medium
Employee 11700,10.0,5.0,4.0,8.0,4.0,2.0,5.0,6.0,0,36.0,Medium
Employee 11701,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,2.0,Low
Employee 11702,7.0,2.0,3.0,8.0,2.0,1.0,1.0,8.0,0,16.0,Low
Employee 11703,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,41.0,Medium
Employee 11704,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 11705,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,8.0,Low
Employee 11706,9.0,3.0,7.0,7.0,4.0,3.0,4.0,4.0,0,45.0,Medium
Employee 11707,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,45.0,Medium
Employee 11708,11.0,6.0,7.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 11709,8.0,3.0,5.0,8.0,3.0,2.0,2.0,6.0,0,26.0,Low
Employee 11710,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 11711,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,32.0,Low
Employee 11712,9.0,2.0,4.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 11713,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 11714,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,25.0,Low
Employee 11715,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,65.0,Medium
Employee 11716,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 11717,10.0,3.0,7.0,6.0,6.0,3.0,5.0,3.0,1,58.0,Medium
Employee 11718,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 11719,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 11720,9.0,3.0,6.0,7.0,5.0,2.0,3.0,5.0,0,49.0,Medium
Employee 11721,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 11722,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,44.0,Medium
Employee 11723,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 11724,10.0,5.0,4.0,8.0,4.0,2.0,5.0,6.0,0,36.0,Medium
Employee 11725,8.0,2.0,3.0,9.0,2.0,1.0,2.0,8.0,0,18.0,Low
Employee 11726,9.0,3.0,8.0,6.0,6.0,3.0,4.0,3.0,1,63.0,Medium
Employee 11727,11.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 11728,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,80.0,High
Employee 11729,13.0,6.0,8.0,6.0,7.0,4.0,8.0,3.0,1,67.0,High
Employee 11730,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,37.0,Medium
Employee 11731,8.0,2.0,4.0,8.0,4.0,2.0,3.0,6.0,0,38.0,Medium
Employee 11732,7.0,1.0,4.0,8.0,2.0,1.0,2.0,7.0,0,19.0,Low
Employee 11733,9.0,3.0,6.0,7.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 11734,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,71.0,High
Employee 11735,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 11736,9.0,2.0,6.0,7.0,5.0,2.0,4.0,4.0,1,51.0,Medium
Employee 11737,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,42.0,Medium
Employee 11738,7.0,2.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 11739,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,56.0,Medium
Employee 11740,7.0,1.0,3.0,8.0,1.0,1.0,1.0,8.0,0,9.0,Low
Employee 11741,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 11742,9.0,3.0,1.0,9.0,1.0,1.0,3.0,9.0,0,11.0,Low
Employee 11743,10.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 11744,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 11745,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,60.0,Medium
Employee 11746,12.0,6.0,7.0,6.0,6.0,4.0,7.0,4.0,1,55.0,Medium
Employee 11747,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,72.0,High
Employee 11748,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,27.0,Low
Employee 11749,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,60.0,Medium
Employee 11750,7.0,1.0,3.0,8.0,1.0,1.0,2.0,8.0,0,14.0,Low
Employee 11751,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,82.0,High
Employee 11752,9.0,3.0,5.0,7.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 11753,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,29.0,Low
Employee 11754,14.0,7.0,9.0,6.0,8.0,5.0,10.0,2.0,1,77.0,High
Employee 11755,12.0,5.0,8.0,6.0,7.0,4.0,7.0,2.0,1,72.0,High
Employee 11756,12.0,6.0,9.0,5.0,8.0,4.0,7.0,2.0,1,77.0,High
Employee 11757,9.0,3.0,3.0,8.0,2.0,2.0,3.0,7.0,0,22.0,Low
Employee 11758,7.0,1.0,4.0,8.0,2.0,1.0,2.0,7.0,0,15.0,Low
Employee 11759,11.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 11760,13.0,6.0,9.0,5.0,8.0,4.0,8.0,2.0,1,76.0,High
Employee 11761,8.0,2.0,1.0,10.0,0.0,1.0,2.0,10.0,0,5.0,Low
Employee 11762,8.0,3.0,2.0,9.0,0.0,1.0,2.0,9.0,0,3.0,Low
Employee 11763,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,17.0,Low
Employee 11764,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 11765,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 11766,9.0,3.0,3.0,8.0,2.0,2.0,4.0,7.0,0,25.0,Low
Employee 11767,9.0,3.0,7.0,7.0,7.0,3.0,4.0,3.0,1,69.0,High
Employee 11768,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 11769,8.0,2.0,6.0,7.0,5.0,2.0,3.0,4.0,1,51.0,Medium
Employee 11770,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,26.0,Low
Employee 11771,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,57.0,Medium
Employee 11772,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,38.0,Medium
Employee 11773,10.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,1,57.0,Medium
Employee 11774,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 11775,9.0,2.0,4.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 11776,14.0,6.0,7.0,6.0,7.0,4.0,9.0,3.0,1,73.0,High
Employee 11777,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,18.0,Low
Employee 11778,10.0,5.0,3.0,8.0,2.0,2.0,4.0,7.0,0,24.0,Low
Employee 11779,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 11780,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,38.0,Medium
Employee 11781,9.0,2.0,7.0,6.0,5.0,3.0,4.0,4.0,1,52.0,Medium
Employee 11782,10.0,3.0,8.0,6.0,7.0,3.0,5.0,2.0,1,67.0,High
Employee 11783,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,73.0,High
Employee 11784,7.0,1.0,4.0,8.0,3.0,1.0,1.0,7.0,0,28.0,Low
Employee 11785,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,78.0,High
Employee 11786,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 11787,7.0,3.0,2.0,9.0,1.0,1.0,1.0,8.0,0,7.0,Low
Employee 11788,10.0,5.0,7.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 11789,10.0,3.0,5.0,8.0,4.0,2.0,5.0,5.0,0,45.0,Medium
Employee 11790,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 11791,12.0,6.0,7.0,7.0,6.0,3.0,7.0,3.0,1,65.0,Medium
Employee 11792,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,41.0,Medium
Employee 11793,9.0,3.0,4.0,8.0,3.0,2.0,3.0,6.0,0,31.0,Low
Employee 11794,13.0,7.0,9.0,6.0,9.0,4.0,8.0,1.0,1,87.0,High
Employee 11795,9.0,3.0,3.0,8.0,2.0,2.0,3.0,8.0,0,16.0,Low
Employee 11796,11.0,3.0,8.0,6.0,8.0,3.0,6.0,2.0,1,75.0,High
Employee 11797,11.0,5.0,5.0,7.0,5.0,3.0,6.0,5.0,0,48.0,Medium
Employee 11798,9.0,2.0,6.0,7.0,4.0,3.0,4.0,5.0,0,39.0,Medium
Employee 11799,9.0,2.0,6.0,7.0,4.0,3.0,4.0,5.0,0,42.0,Medium
Employee 11800,9.0,2.0,6.0,7.0,4.0,2.0,4.0,5.0,0,38.0,Medium
Employee 11801,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,41.0,Medium
Employee 11802,9.0,3.0,3.0,8.0,2.0,2.0,4.0,8.0,0,16.0,Low
Employee 11803,9.0,3.0,7.0,6.0,6.0,3.0,4.0,4.0,1,56.0,Medium
Employee 11804,9.0,3.0,6.0,7.0,5.0,2.0,4.0,4.0,1,54.0,Medium
Employee 11805,12.0,5.0,9.0,6.0,8.0,4.0,7.0,2.0,1,75.0,High
Employee 11806,8.0,2.0,3.0,9.0,2.0,1.0,2.0,8.0,0,18.0,Low
Employee 11807,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,40.0,Medium
Employee 11808,9.0,3.0,5.0,7.0,3.0,2.0,3.0,6.0,0,28.0,Low
Employee 11809,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,1,50.0,Medium
Employee 11810,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,27.0,Low
Employee 11811,8.0,2.0,6.0,7.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 11812,10.0,5.0,7.0,7.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 11813,13.0,6.0,9.0,6.0,8.0,4.0,8.0,2.0,1,81.0,High
Employee 11814,7.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,0,8.0,Low
Employee 11815,13.0,6.0,7.0,7.0,6.0,4.0,8.0,3.0,1,65.0,Medium
Employee 11816,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,26.0,Low
Employee 11817,10.0,5.0,4.0,8.0,4.0,2.0,4.0,6.0,0,41.0,Medium
Employee 11818,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,75.0,High
Employee 11819,9.0,3.0,5.0,8.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 11820,12.0,6.0,8.0,6.0,8.0,4.0,7.0,2.0,1,75.0,High
Employee 11821,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,62.0,Medium
Employee 11822,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,49.0,Medium
Employee 11823,8.0,2.0,3.0,8.0,3.0,1.0,2.0,7.0,0,28.0,Low
Employee 11824,13.0,6.0,9.0,6.0,8.0,4.0,8.0,2.0,1,82.0,High
Employee 11825,14.0,7.0,10.0,5.0,9.0,5.0,9.0,1.0,1,90.0,High
Employee 11826,9.0,3.0,4.0,8.0,3.0,2.0,3.0,6.0,0,27.0,Low
Employee 11827,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,1,52.0,Medium
Employee 11828,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 11829,10.0,5.0,5.0,7.0,4.0,2.0,4.0,6.0,0,37.0,Medium
Employee 11830,10.0,5.0,9.0,6.0,7.0,3.0,5.0,2.0,1,69.0,High
Employee 11831,14.0,6.0,8.0,6.0,8.0,4.0,9.0,2.0,1,79.0,High
Employee 11832,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,49.0,Medium
Employee 11833,14.0,6.0,8.0,6.0,8.0,4.0,9.0,2.0,1,81.0,High
Employee 11834,9.0,3.0,2.0,9.0,1.0,1.0,4.0,8.0,0,12.0,Low
Employee 11835,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,59.0,Medium
Employee 11836,10.0,5.0,7.0,6.0,7.0,3.0,5.0,3.0,1,68.0,High
Employee 11837,11.0,3.0,7.0,6.0,7.0,3.0,6.0,3.0,1,66.0,High
Employee 11838,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,40.0,Medium
Employee 11839,9.0,2.0,6.0,7.0,4.0,3.0,4.0,5.0,0,42.0,Medium
Employee 11840,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,78.0,High
Employee 11841,9.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 11842,10.0,3.0,7.0,7.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 11843,9.0,3.0,3.0,8.0,2.0,2.0,4.0,7.0,0,21.0,Low
Employee 11844,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,31.0,Low
Employee 11845,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,40.0,Medium
Employee 11846,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,47.0,Medium
Employee 11847,13.0,6.0,7.0,6.0,7.0,4.0,8.0,3.0,1,71.0,High
Employee 11848,9.0,3.0,5.0,7.0,4.0,2.0,3.0,5.0,0,40.0,Medium
Employee 11849,7.0,2.0,3.0,8.0,2.0,1.0,1.0,7.0,0,24.0,Low
Employee 11850,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,59.0,Medium
Employee 11851,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 11852,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,41.0,Medium
Employee 11853,9.0,2.0,5.0,7.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 11854,7.0,1.0,4.0,8.0,2.0,1.0,2.0,7.0,0,18.0,Low
Employee 11855,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,2.0,Low
Employee 11856,9.0,3.0,6.0,7.0,3.0,2.0,4.0,6.0,0,31.0,Low
Employee 11857,9.0,3.0,4.0,8.0,4.0,2.0,3.0,6.0,0,38.0,Medium
Employee 11858,13.0,6.0,8.0,6.0,7.0,4.0,8.0,3.0,1,68.0,High
Employee 11859,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,30.0,Low
Employee 11860,9.0,3.0,7.0,7.0,6.0,3.0,4.0,4.0,1,57.0,Medium
Employee 11861,10.0,5.0,8.0,6.0,7.0,3.0,5.0,2.0,1,69.0,High
Employee 11862,11.0,3.0,7.0,7.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 11863,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,56.0,Medium
Employee 11864,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,28.0,Low
Employee 11865,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,0,49.0,Medium
Employee 11866,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,72.0,High
Employee 11867,9.0,3.0,7.0,7.0,5.0,2.0,3.0,4.0,1,50.0,Medium
Employee 11868,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 11869,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,36.0,Medium
Employee 11870,8.0,2.0,2.0,9.0,0.0,1.0,2.0,9.0,0,3.0,Low
Employee 11871,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,40.0,Medium
Employee 11872,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 11873,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 11874,13.0,6.0,8.0,6.0,6.0,4.0,8.0,3.0,1,65.0,Medium
Employee 11875,12.0,6.0,8.0,6.0,6.0,4.0,7.0,3.0,1,64.0,Medium
Employee 11876,11.0,3.0,7.0,6.0,7.0,3.0,6.0,3.0,1,71.0,High
Employee 11877,10.0,5.0,6.0,7.0,5.0,2.0,4.0,5.0,0,49.0,Medium
Employee 11878,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 11879,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,0,49.0,Medium
Employee 11880,8.0,2.0,4.0,8.0,1.0,1.0,2.0,8.0,0,14.0,Low
Employee 11881,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 11882,10.0,5.0,4.0,8.0,3.0,2.0,5.0,6.0,0,34.0,Medium
Employee 11883,8.0,2.0,7.0,7.0,5.0,2.0,2.0,4.0,1,50.0,Medium
Employee 11884,9.0,2.0,6.0,7.0,3.0,2.0,4.0,5.0,0,34.0,Medium
Employee 11885,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,34.0,Medium
Employee 11886,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,59.0,Medium
Employee 11887,9.0,3.0,4.0,8.0,4.0,2.0,3.0,6.0,0,36.0,Medium
